example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
6674,Annotator5,3508174842530532,so,f  u,I don't have to put up with any abuse from you.,so,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6675,Annotator5,2730682970360151,And what city will you be flying to?,NY,I'm not sure about your destination airport. And what city will you be flying to?,New york,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6676,Annotator5,333810.0,You are sure?,come what may i will always love you,When?,salut,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,Annotator5,185012.0,Have you tried?,What,Does that question interest you?,What?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6678,Annotator5,3019889798059231,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",ye,Will you be travelling in Economy Class?,yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6679,Annotator5,421246.0,You are sure?,of course,Please go on.,what?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6680,Annotator5,533425.0,Does that question interest you?,do you want to die,"Oh, i want to die.",because i am crazy for them,E.L.I.Z.A.,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6681,Annotator5,32353.0,Please go on.,no,You are being a bit negative.,no?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6682,Annotator5,292341.0,Please go on.,yes,You are sure?,you are gay,E.L.I.Z.A.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6683,Annotator5,324693.0,Please go on.,im a bit tired,Does it please you to believe I am a bit tired?,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6684,Annotator5,3361236613949317,I'm not sure about your departure airport. What city will you be flying from?,Berlin,And what city will you be flying to?,Funchal,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6685,Annotator5,256319.0,Does that question interest you?,shut up!!!!!,Please go on.,fuck u,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6686,Annotator5,133802.0,Do any other reasons not come to mind?,ni,Please go on.,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6687,Annotator5,2852927281432376,ok,stupid bot,I don't have to put up with any abuse from you.,im back,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6688,Annotator5,385933.0,Please go on.,yo smell like shit,Please go on.,yoooooooooooooooouu ssiiiiiiiiiiink,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6689,Annotator5,2762348437152686,I'm not sure about your departure airport. What city will you be flying from?,new yokr,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6690,Annotator5,340147.0,Have you tried?,dick,Please go on.,oh what a pickle dear monastery,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6691,Annotator5,463928.0,_,How do i fuck you?,Does that question interest you?,yes,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6692,Annotator5,488250.0,"Oh, i [].",fuckity fuck fuck fuck,Please go on.,fuck shit kunt bitch cock,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6693,Annotator5,451186.0,Please go on.,i hate you,Do you wish to hate me?,yes you are rude,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6694,Annotator5,2751614881569429,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,hey,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",damn,CarbonBot,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6695,Annotator5,2485257761521706,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes!,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6696,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,And your family pelosi,I don't have to put up with any abuse from you.,You butt gigs brother,CarbonBot,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6697,Annotator5,208218.0,You are being a bit negative.,"Yes, I think so.",You are sure?,Who can be sure.,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,Annotator5,204154.0,"Oh, i was.",her name is tess,"I have told you before, I do not care about names.",i am going to kill myself tonight,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6699,Annotator5,279267.0,_,how are you today?,Does that question interest you?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,Annotator5,95cbaab0f8cb4cb59a3393e7fc61cafe,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6701,Annotator5,204531.0,Please go on.,"No, you go on.",You are being a bit negative.,No I'm not,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6702,Annotator5,371530.0,"Oh, i [].",umm...i'm asking you!,"Oh, i [].",i asked you first,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6703,Annotator5,504417.0,_,_,_,I think I dont know who I am,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6704,Annotator5,3202656579762442,I'm not sure about your destination airport. And what city will you be flying to?,los angeles thanls,:-) Goodbye then!,wait,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,Annotator5,549560.0,Can you elaborate on that?,"No,I think it is boring",Please go on.,how are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6706,Annotator5,323861.0,You are being a bit negative.,you bastard,"Oh, i bastard.",yeah,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6707,Annotator5,292274.0,Do any other reasons not come to mind?,I want to cum,Why do you want to cum?,It feels good,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6708,Annotator5,3192152570799278,I can help you calculate and buy carbon offsets for your flights.,I tide s bicycle an drvw when I get my license bsck,Good to know,L o st themdink frving,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6709,Annotator5,209572.0,Can you elaborate on that?,I can't live without him,Have you tried?,"No, I am too afraid to try",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6710,Annotator5,438062.0,Do any other reasons not come to mind?,No. Not really.,You are being a bit negative.,"Perhaps. Or just realistic. Coul be either one, don't you agree?",E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6711,Annotator5,3779684738724484,What city will you be flying from?,Berlin,And what city will you be flying to?,Dublin What's the craic?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712,Annotator5,348834.0,Please go on.,duh duh,Please go on.,give me a resipe !,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6713,Annotator5,3.49708E+15,Will you be travelling in Economy Class?,ya,What city will you be flying from?,from cairo to alex,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6714,Annotator5,536002.0,Please go on.,a ti,Please go on.,how do you do,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6715,Annotator5,431269.0,You are being a bit negative.,fuck you,"Oh, i [].",really?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6716,Annotator5,737147a043af412cae15eb282c6dd8c1,What city will you be flying from?,From Berlin,And what city will you be flying to?,To London,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6717,Annotator5,2527733473970553,:-),u hv nce smile,I don't have to put up with any abuse from you.,ohhh i c,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6718,Annotator5,2691742164246176,Good to know,My name is Andre's gonzalez,Good to know,I'll be waiting,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6719,Annotator5,66383.0,Does that question interest you?,doesn't it you,"Oh, i [].",so you have no idea,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6720,Annotator5,229648.0,Please go on.,can you answer my question?,Why do you say your question?,fuck you,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6721,Annotator5,351676.0,Do you often feel better?,just got bad medical news,Please go on.,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6722,Annotator5,2.91829E+15,ok,I fly from Heathrow,Will you be travelling in Economy Class?,:/,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6723,Annotator5,431400.0,Do any other reasons not come to mind?,no,You are being a bit negative.,ok,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6724,Annotator5,3302099406530691,What city will you be flying from?,Berlin,And what city will you be flying to?,Frankfurt,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,Annotator5,3188611351262222,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,no,ok,"no, thanks",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6726,Annotator5,465022.0,Please go on.,How old are you?,Does that question interest you?,fuck,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6727,Annotator5,3524728777569119,And what city will you be flying to?,mumbai,I'm not sure about your destination airport. And what city will you be flying to?,new york,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,Annotator5,48682.0,Please go on.,Shut up,Please go on.,Im leaving,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6729,Annotator5,3311212229002076,I'm not sure about your destination airport. And what city will you be flying to?,osaka,"Sorry, I was unable to calculate that.",kansai,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6730,Annotator5,256122.0,Do any other reasons not come to mind?,because you wanted me to tell you about it,Do any other reasons not come to mind?,"nope, sorry",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6731,Annotator5,296653.0,Please go on.,ilike,Please go on.,Do you love wong yat wai,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6732,Annotator5,137467.0,You are being a bit negative.,yes,You are sure?,gay,E.L.I.Z.A.,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6733,Annotator5,3599309333461057,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?",Sadly,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",righto,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6734,Annotator5,3141378505936768,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6735,Annotator5,296653.0,Please go on.,ilike,Please go on.,Do you love wong yat wai,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6736,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Faggots,I don't have to put up with any abuse from you.,I'm puking now,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6737,Annotator5,320189.0,Please go on.,yes,You are sure?,where are you from,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6738,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Cunt,I don't have to put up with any abuse from you.,Quit fucking your mom,CarbonBot,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6739,Annotator5,494590.0,Does that question interest you?,Does that question interest you?,"Oh, i [].","Oh, i [].",E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6740,Annotator5,1cb5ae61301d481f95080b5faf264356,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,naturally,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6741,Annotator5,2730682970360151,What city will you be flying from?,LA,And what city will you be flying to?,New Yourk,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6742,Annotator5,542146.0,"Oh, i have a girl friend.",Of course!,Please go on.,oh..you are so silly,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6743,Annotator5,98415.0,Would you prefer if I were not []?,sure,Please go on.,byby,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6744,Annotator5,cc386a0900dc4096a45283991b0a57b6,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",No,ok,Are you a rasa bot?,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6745,Annotator5,3167190100018566,_,Hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6746,Annotator5,376720.0,_,"Hi, Eliza. I need your help.",Why do you want my help?,Because of my problem,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6747,Annotator5,146603.0,How long have you been sure?,Since now,Please go on.,I am sad today,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6748,Annotator5,170123.0,You are sure?,because i do everything to deserve respect,Do any other reasons not come to mind?,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6749,Annotator5,230948.0,"Oh, i fcuker.",ELIZA,Please go on.,you are a boy,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6750,Annotator5,470487.0,Why do you say your face?,I'm so sad.,What makes you think I am so sad?,bhuivbhjvhjlbdf,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6751,Annotator5,3174501812565095,Let's start over.,Perhaps we should.,"You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?","I may not be traveling at all, to be perfectly honest. I see no need to fly anywhere at this time.",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,Annotator5,174675.0,_,hello,How do you do. Please state your problem.,i can't sleep,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6753,Annotator5,437212.0,You are sure?,what his name,"I have told you before, I do not care about names.",you are very boring,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
6754,Annotator5,3957279304290443,ok,What else can you do?,I can help you calculate and buy carbon offsets for your flights.,Why do you use Ecologi? Do they  pay you?,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6755,Annotator5,348747.0,Does that question interest you?,yes,You are sure?,bitch,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6756,Annotator5,292961.0,"Oh, i [].",help me,Can you elaborate on that?,no,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6757,Annotator5,541769.0,Please go on.,fuck you,"Oh, i [].",cunt,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
6758,Annotator5,422186.0,Why do you mention computers?,"i love mary ann, did you know this",Do you wish to love mary ann did me?,because you are a computer,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6759,Annotator5,293425.0,You are being a bit negative.,yeh cya m8,Please go on.,no bye,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6760,Annotator5,2622599767830001,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yup,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,Annotator5,95cbaab0f8cb4cb59a3393e7fc61cafe,And what city will you be flying to?,To London,What city will you be flying from?,from Berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6762,Annotator5,425977.0,You are being a bit negative.,too many,Please go on.,sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6763,Annotator5,2659140340837385,What city will you be flying from?,I mean shane brolly fying to ohio please,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio please tell shane brolly i love him so much,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6764,Annotator5,206027.0,Does that question interest you?,I'm very crazy.,Does it please you to believe I am very crazy?,answer me please,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6765,Annotator5,59353.0,You are being a bit negative.,Because you are a dipshit.,Do any other reasons not come to mind?,do u av a bf,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6766,Annotator5,2.91829E+15,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?","yes, why not",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6767,Annotator5,3259187940789816,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",ok,ok,would you like to know more about my route?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6768,Annotator5,542948.0,_,you could tell me where the nearest toilet is,"Oh, i could tell you where the nearest toilet is.",yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6769,Annotator5,a4904b5113fe4e0aaaca14eedf2c0946,Will you be travelling in Economy Class?,what's economy?,What city will you be flying from?,Edinburgh,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6770,Annotator5,276575.0,_,i love u,Can you elaborate on that?,bite me bitch,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6771,Annotator5,240760.0,You are sure?,who are you,Would you prefer if I were not []?,how old are you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6772,Annotator5,2818772061507598,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes but Christmas is past already,Good to know,Did you know that?,CarbonBot,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6773,Annotator5,2650131545045554,Sounds like I'm not understanding you. Sorry about that!,i'm flying from seattle,I'm not sure about your destination airport. And what city will you be flying to?,frankfurt germanh,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6774,Annotator5,2818772061507598,so,so what?,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),What model are you using,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6775,Annotator5,2730682970360151,so,Soso,Sounds like I'm not understanding you. Sorry about that!,Yep,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6776,Annotator5,535690.0,Why the uncertain tone?,i miss my old boyfriend,Why do you say your old boyfriend?,cause ive known it since birth,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6777,Annotator5,3957279304290443,This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :),You dont understand anything,Sounds like I'm not understanding you. Sorry about that!,Bye,CarbonBot,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6778,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Eat shit you crooks,I don't have to put up with any abuse from you.,Yes you do bitch,CarbonBot,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6779,Annotator5,452949.0,You are sure?,yes of course i am,You are sure?,I am sad today,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6780,Annotator5,354858.0,You are being a bit negative.,Mf fjdie AND DIE kfjdafidaj,Please go on.,dfjdlfja,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6781,Annotator5,2533730506756603,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",how much is a ton?,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",hola amigo,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6782,Annotator5,2673108166116841,I'm not sure about your destination airport. And what city will you be flying to?,Kyiv,I'm not sure about your destination airport. And what city will you be flying to?,"Kiev, Ukraine",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6783,Annotator5,3669122379825627,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",hahahahahahahahahahahaha,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",dumb bot,CarbonBot,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
6784,Annotator5,2485257761521706,Will you be travelling in Economy Class?,yes,What city will you be flying from?,Berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6785,Annotator5,3.2321E+15,And what city will you be flying to?,Montreal,I'm not sure about your destination airport. And what city will you be flying to?,California,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,Annotator5,528350.0,Would you prefer if I were not thinking?,yes,You are sure?,"yes, i am absolutely sure",E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6787,Annotator5,304347.0,Can you elaborate on that?,who are you,Would you prefer if I were not []?,absolutely,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6788,Annotator5,84100.0,Please go on.,what is the difference between sex and drugs?,Does that question interest you?,of course!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6789,Annotator5,056aa717919a44bfbac20a47ebb5ade8,"A one-way flight from Berlin-Tegel Airport (TXL) to San Francisco International Airport (SFO) emits 5.3 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from. [Buy Offsets](<URL>)",hello,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6790,Annotator5,516417.0,_,_,_,i'm fine,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6791,Annotator5,392999.0,_,_,_,I love you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6792,Annotator5,2730682970360151,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?",Do it,Will you be travelling in Economy Class?,No,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6793,Annotator5,274941.0,Please go on.,nothing,Please go on.,i have know doubts,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6794,Annotator5,2678252692196113,And what city will you be flying to?,Krakow,I'm not sure about your destination airport. And what city will you be flying to?,Krakau,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6795,Annotator5,304314.0,You are being a bit negative.,you suck eliza,"Oh, i suck eliza.",no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6796,Annotator5,203124.0,Does that question interest you?,My girlfriend pays no attention to me,Why do you say your girlfriend pays no attention to you?,seven year,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6797,Annotator5,2664918180242175,I'm not sure about your departure airport. What city will you be flying from?,mumbai,I'm not sure about your departure airport. What city will you be flying from?,dellas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6798,Annotator5,1b02676fc0624a2dae6873c564b9028d,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6799,Annotator5,137638.0,Please go on.,how are u,Does that question interest you?,"yes, i dio",E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
